gw,active_chip,name,pos,team,cost,slot,is_starter,is_cap,is_vc,multiplier,pts,pts_counted
27,,Kroupi.Jr,FWD,BOU,4.7,10,True,False,False,1,2,2
27,,Haaland,FWD,MCI,14.7,11,True,False,True,1,6,6
27,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,2,0
27,,Raúl,FWD,FUL,5.9,13,False,False,False,0,11,0
27,,Keane,DEF,EVE,4.5,14,False,False,False,0,2,0
27,,Estève,DEF,BUR,3.8,15,False,False,False,0,2,0
28,,Raya,GKP,ARS,6.2,1,True,False,False,1,3,3
28,,Gabriel,DEF,ARS,7.3,2,True,False,False,1,9,9
28,,Keane,DEF,EVE,4.5,3,True,False,False,1,1,1
28,,Senesi,DEF,BOU,5.2,4,True,False,False,1,4,4
28,,Wilson,MID,FUL,5.8,5,True,False,False,1,12,12
28,,Palmer,MID,CHE,10.3,6,True,False,False,1,1,1
28,,Mbeumo,MID,MUN,8.3,7,True,False,False,1,2,2
28,,Rice,MID,ARS,7.2,8,True,False,False,1,5,5
28,,Garner,MID,EVE,5.2,9,True,False,False,1,6,6
28,,Thiago,FWD,BRE,7.2,10,True,False,True,2,6,12
28,,Kroupi.Jr,FWD,BOU,4.7,11,True,False,False,1,2,2
28,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,0,0
28,,Haaland,FWD,MCI,14.7,13,False,True,False,0,0,0
28,,Andersen,DEF,FUL,4.4,14,False,False,False,0,0,0
28,,Estève,DEF,BUR,3.8,15,False,False,False,0,0,0
29,,Raya,GKP,ARS,6.2,1,True,False,False,1,7,7
29,,Gabriel,DEF,ARS,7.3,2,True,False,False,1,11,11
29,,Keane,DEF,EVE,4.5,3,True,False,False,1,1,1
29,,Senesi,DEF,BOU,5.2,4,True,False,False,1,11,11
29,,Garner,MID,EVE,5.2,5,True,False,False,1,10,10
29,,Palmer,MID,CHE,10.3,6,True,False,False,1,9,9
29,,Mbeumo,MID,MUN,8.3,7,True,False,False,1,1,1
29,,Rice,MID,ARS,7.2,8,True,False,False,1,3,3
29,,Haaland,FWD,MCI,14.7,9,True,True,False,2,2,4
29,,Thiago,FWD,BRE,7.2,10,True,False,True,1,2,2
29,,Kroupi.Jr,FWD,BOU,4.7,11,True,False,False,1,1,1
29,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,2,0
29,,Wilson,MID,FUL,5.8,13,False,False,False,0,0,0
29,,Andersen,DEF,FUL,4.4,14,False,False,False,0,0,0
29,,Estève,DEF,BUR,3.8,15,False,False,False,0,1,0
30,,Raya,GKP,ARS,6.2,1,True,False,False,1,7,7
30,,Andersen,DEF,FUL,4.4,2,True,False,False,1,7,7
30,,Gabriel,DEF,ARS,7.3,3,True,False,False,1,9,9
30,,Senesi,DEF,BOU,5.2,4,True,False,False,1,10,10
30,,Palmer,MID,CHE,10.3,5,True,False,True,1,2,2
30,,Rice,MID,ARS,7.2,6,True,False,False,1,3,3
30,,Wilson,MID,FUL,5.8,7,True,False,False,1,3,3
30,,Mbeumo,MID,MUN,8.3,8,True,False,False,1,2,2
30,,Kroupi.Jr,FWD,BOU,4.7,9,True,False,False,1,2,2
30,,Thiago,FWD,BRE,7.2,10,True,True,False,2,6,12
30,,Haaland,FWD,MCI,14.7,11,True,False,False,1,2,2
30,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,6,0
30,,Garner,MID,EVE,5.2,13,False,False,False,0,4,0
30,,Keane,DEF,EVE,4.5,14,False,False,False,0,3,0
30,,Estève,DEF,BUR,3.8,15,False,False,False,0,6,0
31,,Dúbravka,GKP,BUR,4.0,1,True,False,False,1,2,2
31,,Andersen,DEF,FUL,4.4,2,True,False,False,1,4,4
31,,Thiaw,DEF,NEW,4.9,3,True,False,False,1,0,0
31,,Senesi,DEF,BOU,5.2,4,True,False,False,1,1,1
31,,Gordon,MID,NEW,7.2,5,True,False,True,1,10,10
31,,Palmer,MID,CHE,10.3,6,True,True,False,2,2,4
31,,Garner,MID,EVE,5.2,7,True,False,False,1,6,6
31,,Wilson,MID,FUL,5.8,8,True,False,False,1,9,9
31,,Mbeumo,MID,MUN,8.3,9,True,False,False,1,2,2
31,,Kroupi.Jr,FWD,BOU,4.7,10,True,False,False,1,5,5
31,,Thiago,FWD,BRE,7.2,11,True,False,False,1,4,4
31,,Raya,GKP,ARS,6.2,12,False,False,False,0,0,0
31,,Estève,DEF,BUR,3.8,13,False,False,False,0,3,0
31,,Gabriel,DEF,ARS,7.3,14,False,False,False,0,0,0
31,,Haaland,FWD,MCI,14.7,15,False,False,False,0,0,0
32,,Raya,GKP,ARS,6.2,1,True,False,False,1,1,1
32,,Gabriel,DEF,ARS,7.3,2,True,False,False,1,4,4
32,,Thiaw,DEF,NEW,4.9,3,True,False,False,1,2,2
32,,O'Reilly,DEF,MCI,5.3,4,True,False,False,1,14,14
32,,Gordon,MID,NEW,7.2,5,True,False,False,1,3,3
32,,B.Fernandes,MID,MUN,10.4,6,True,True,False,2,4,8
32,,Garner,MID,EVE,5.2,7,True,False,False,1,3,3
32,,Wilson,MID,FUL,5.8,8,True,False,False,1,2,2
32,,Mbeumo,MID,MUN,8.3,9,True,False,False,1,1,1
32,,Haaland,FWD,MCI,14.7,10,True,False,False,1,2,2
32,,Thiago,FWD,BRE,7.2,11,True,False,True,1,13,13
32,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,2,0
32,,Andersen,DEF,FUL,4.4,13,False,False,False,0,1,0
32,,Kroupi.Jr,FWD,BOU,4.7,14,False,False,False,0,6,0
32,,Estève,DEF,BUR,3.8,15,False,False,False,0,2,0
33,,Dúbravka,GKP,BUR,4.0,1,True,False,False,1,4,4
33,,Guéhi,DEF,MCI,5.1,2,True,True,False,2,8,16
33,,Thiaw,DEF,NEW,4.9,3,True,False,False,1,1,1
33,,Estève,DEF,BUR,3.8,4,True,False,False,1,6,6
33,,O'Reilly,DEF,MCI,5.3,5,True,False,False,1,13,13
33,,Wilson,MID,FUL,5.8,6,True,False,False,1,3,3
33,,B.Fernandes,MID,MUN,10.4,7,True,False,False,1,6,6
33,,Mbeumo,MID,MUN,8.3,8,True,False,False,1,3,3
33,,Haaland,FWD,MCI,14.7,9,True,False,True,1,13,13
33,,Thiago,FWD,BRE,7.2,10,True,False,False,1,2,2
33,,Kroupi.Jr,FWD,BOU,4.7,11,True,False,False,1,10,10
33,,Raya,GKP,ARS,6.2,12,False,False,False,0,1,0
33,,Gordon,MID,NEW,7.2,13,False,False,False,0,0,0
33,,Garner,MID,EVE,5.2,14,False,False,False,0,3,0
33,,Andersen,DEF,FUL,4.4,15,False,False,False,0,6,0
34,,Raya,GKP,ARS,6.2,1,True,False,False,1,10,10
34,,Thiaw,DEF,NEW,4.9,2,True,False,False,1,2,2
34,,Virgil,DEF,LIV,6.1,3,True,False,False,1,4,4
34,,Andersen,DEF,FUL,4.4,4,True,False,False,1,11,11
34,,Mbeumo,MID,MUN,8.3,5,True,False,False,1,3,3
34,,Gordon,MID,NEW,7.2,6,True,False,False,1,0,0
34,,B.Fernandes,MID,MUN,10.4,7,True,True,False,2,5,10
34,,Wilson,MID,FUL,5.8,8,True,False,False,1,2,2
34,,Garner,MID,EVE,5.2,9,True,False,False,1,3,3
34,,Watkins,FWD,AVL,8.7,10,True,False,False,1,2,2
34,,Thiago,FWD,BRE,7.2,11,True,False,True,1,1,1
34,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,0,0
34,,Estève,DEF,BUR,3.8,13,False,False,False,0,0,0
34,,Kroupi.Jr,FWD,BOU,4.7,14,False,False,False,0,0,0
34,,O'Reilly,DEF,MCI,5.3,15,False,False,False,0,0,0
35,,Raya,GKP,ARS,6.2,1,True,False,False,1,6,6
35,,Virgil,DEF,LIV,6.1,2,True,False,False,1,1,1
35,,Thiaw,DEF,NEW,4.9,3,True,False,False,1,2,2
35,,Andersen,DEF,FUL,4.4,4,True,False,False,1,3,3
35,,Estève,DEF,BUR,3.8,5,True,False,False,1,3,3
35,,Wilson,MID,FUL,5.8,6,True,False,False,1,2,2
35,,B.Fernandes,MID,MUN,10.4,7,True,True,False,2,5,10
35,,Mbeumo,MID,MUN,8.3,8,True,False,False,1,2,2
35,,Garner,MID,EVE,5.2,9,True,False,False,1,5,5
35,,Watkins,FWD,AVL,8.7,10,True,False,False,1,1,1
35,,Thiago,FWD,BRE,7.2,11,True,False,True,1,6,6
35,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,2,0
35,,Gordon,MID,NEW,7.2,13,False,False,False,0,0,0
35,,Kroupi.Jr,FWD,BOU,4.7,14,False,False,False,0,6,0
35,,O'Reilly,DEF,MCI,5.3,15,False,False,False,0,1,0
36,wildcard,Raya,GKP,ARS,6.2,1,True,False,False,1,9,9
36,wildcard,F.Kadıoğlu,DEF,BHA,4.5,2,True,False,False,1,6,6
36,wildcard,Gabriel,DEF,ARS,7.3,3,True,False,False,1,11,11
36,wildcard,Tarkowski,DEF,EVE,5.8,4,True,False,False,1,15,15
36,wildcard,O'Reilly,DEF,MCI,5.3,5,True,False,True,1,5,5
36,wildcard,Rogers,MID,AVL,7.3,6,True,False,False,1,2,2
36,wildcard,Anderson,MID,NFO,5.7,7,True,False,False,1,12,12
36,wildcard,B.Fernandes,MID,MUN,10.4,8,True,False,False,1,3,3
36,wildcard,Wilson,MID,FUL,5.8,9,True,False,False,1,2,2
36,wildcard,Haaland,FWD,MCI,14.7,10,True,True,False,2,11,22
36,wildcard,Gyökeres,FWD,ARS,9.1,11,True,False,False,1,2,2
36,wildcard,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,0,0
36,wildcard,Baleba,MID,BHA,4.5,13,False,False,False,0,5,0
36,wildcard,Kroupi.Jr,FWD,BOU,4.7,14,False,False,False,0,2,0
36,wildcard,Estève,DEF,BUR,3.8,15,False,False,False,0,3,0
37,,Raya,GKP,ARS,6.2,1,True,False,False,1,6,6
37,,F.Kadıoğlu,DEF,BHA,4.5,2,True,False,False,1,2,2
37,,Gabriel,DEF,ARS,7.3,3,True,False,True,1,6,6
37,,Tarkowski,DEF,EVE,5.8,4,True,False,False,1,3,3
37,,O'Reilly,DEF,MCI,5.3,5,True,False,False,1,2,2
37,,Enzo,MID,CHE,6.5,6,True,False,False,1,13,13
37,,Anderson,MID,NFO,5.7,7,True,False,False,1,12,12
37,,B.Fernandes,MID,MUN,10.4,8,True,False,False,1,9,9
37,,Wilson,MID,FUL,5.8,9,True,False,False,1,1,1
37,,Haaland,FWD,MCI,14.7,10,True,True,False,2,9,18
37,,Gyökeres,FWD,ARS,9.1,11,True,False,False,1,1,1
37,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,0,0
37,,Baleba,MID,BHA,4.5,13,False,False,False,0,3,0
37,,Kroupi.Jr,FWD,BOU,4.7,14,False,False,False,0,8,0
37,,Estève,DEF,BUR,3.8,15,False,False,False,0,2,0
38,bboost,Raya,GKP,ARS,6.2,1,True,False,False,1,0,0
38,bboost,Gabriel,DEF,ARS,7.3,2,True,False,False,1,1,1
38,bboost,Truffert,DEF,BOU,4.8,3,True,False,False,1,6,6
38,bboost,Tarkowski,DEF,EVE,5.8,4,True,False,False,1,3,3
38,bboost,Garner,MID,EVE,5.2,5,True,False,False,1,4,4
38,bboost,Wilson,MID,FUL,5.8,6,True,False,False,1,4,4
38,bboost,B.Fernandes,MID,MUN,10.4,7,True,False,True,2,14,28
38,bboost,Enzo,MID,CHE,6.5,8,True,False,False,1,1,1
38,bboost,Anderson,MID,NFO,5.7,9,True,False,False,1,2,2
38,bboost,Kroupi.Jr,FWD,BOU,4.7,10,True,False,False,1,2,2
38,bboost,Gyökeres,FWD,ARS,9.1,11,True,False,False,1,1,1
38,bboost,Dúbravka,GKP,BUR,4.0,12,False,False,False,1,0,0
38,bboost,O'Reilly,DEF,MCI,5.3,13,False,False,False,1,0,0
38,bboost,Haaland,FWD,MCI,14.7,14,False,True,False,1,0,0
38,bboost,Estève,DEF,BUR,3.8,15,False,False,False,1,0,0
